"Symbol","Name","LastSale","MarketCap","IPOyear","Sector","industry","Summary Quote",
"AMCIW","AMCI Acquisition Corp.","0.42","n/a","2018","Miscellaneous","Industrial Machinery/Components","https://old.nasdaq.com/symbol/amciw",
"DOX","Amdocs Limited","63.97","$8.51B","n/a","Technology","EDP Services","https://old.nasdaq.com/symbol/dox",
"AMED","Amedisys Inc","241.89","$7.94B","n/a","Health Care","Medical/Nursing Services","https://old.nasdaq.com/symbol/amed",
"AMTB","Amerant Bancorp Inc.","12.91","$544.09M","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/amtb",
"AMTBB","Amerant Bancorp Inc.","11.86","$499.84M","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/amtbb",
"UHAL","Amerco","409.8","$8.04B","n/a","Consumer Services","Rental/Leasing Companies","https://old.nasdaq.com/symbol/uhal",
"AMRH","Ameri Holdings, Inc.","1.23","$9.21M","n/a","Technology","Semiconductors","https://old.nasdaq.com/symbol/amrh",
"AMRHW","Ameri Holdings, Inc.","0.0627","n/a","n/a","Technology","Semiconductors","https://old.nasdaq.com/symbol/amrhw",
"ATAX","America First Multifamily Investors, L.P.","3.77","$228.26M","n/a","Finance","Finance: Consumer Services","https://old.nasdaq.com/symbol/atax",
"AMOV","America Movil, S.A.B. de C.V.","14.0501","$47.09B","n/a","Public Utilities","Telecommunications Equipment","https://old.nasdaq.com/symbol/amov",
"AAL","American Airlines Group, Inc.","12.74","$7.71B","n/a","Transportation","Air Freight/Delivery Services","https://old.nasdaq.com/symbol/aal",
"AEP","American Electric Power Company, Inc.","84.13","$41.76B","n/a","Public Utilities","Electric Utilities: Central","https://old.nasdaq.com/symbol/aep",
"AEPPL","American Electric Power Company, Inc.","50.3","n/a","n/a","Public Utilities","Electric Utilities: Central","https://old.nasdaq.com/symbol/aeppl",
"AEPPZ","American Electric Power Company, Inc.","49.56","n/a","n/a","Public Utilities","Electric Utilities: Central","https://old.nasdaq.com/symbol/aeppz",
"AFIN","American Finance Trust, Inc.","7.39","$804.31M","n/a","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/afin",
"AFINP","American Finance Trust, Inc.","24.91","n/a","n/a","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/afinp",
"AMNB","American National Bankshares, Inc.","27.1","$297.32M","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/amnb",
"ANAT","American National Group, Inc.","82.58","$2.22B","n/a","Finance","Life Insurance","https://old.nasdaq.com/symbol/anat",
"AOUT","American Outdoor Brands, Inc.","14.88","$207.95M","n/a","Capital Goods","Ordnance And Accessories","https://old.nasdaq.com/symbol/aout",
"APEI","American Public Education, Inc.","30.8","$456.12M","2007","Consumer Services","Other Consumer Services","https://old.nasdaq.com/symbol/apei",
"AREC","American Resources Corporation","1.48","$52.69M","n/a","Consumer Services","Other Consumer Services","https://old.nasdaq.com/symbol/arec",
"AMRB","American River Bankshares","11.15","$66.2M","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/amrb",
"AMSWA","American Software, Inc.","16.965","$551.03M","n/a","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/amswa",
"AMSC","American Superconductor Corporation","15.32","$422.88M","1991","Consumer Durables","Metal Fabrications","https://old.nasdaq.com/symbol/amsc",
"AVCT","American Virtual Cloud Technologies, Inc. ","5.29","$103.87M","2017","Technology","EDP Services","https://old.nasdaq.com/symbol/avct",
"AVCTW","American Virtual Cloud Technologies, Inc. ","0.343","n/a","2017","Technology","EDP Services","https://old.nasdaq.com/symbol/avctw",
"AMWD","American Woodmark Corporation","96.7","$1.64B","1986","Basic Industries","Forest Products","https://old.nasdaq.com/symbol/amwd",
"CRMT","America&#39;s Car-Mart, Inc.","102.46","$701.04M","n/a","Consumer Durables","Automotive Aftermarket","https://old.nasdaq.com/symbol/crmt",
"ABCB","Ameris Bancorp","34.305","$2.38B","1994","Finance","Major Banks","https://old.nasdaq.com/symbol/abcb",
"AMSF","AMERISAFE, Inc.","57.54","$1.11B","2005","Finance","Property-Casualty Insurers","https://old.nasdaq.com/symbol/amsf",
"ASRV","AmeriServ Financial Inc.","3.01","$51.35M","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/asrv",
"ASRVP","AmeriServ Financial Inc.","28.45","n/a","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/asrvp",
"ATLO","Ames National Corporation","21.08","$192.31M","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/atlo",
"AMST","Amesite Inc.","4.89","$99.85M","2020","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/amst",
"AMGN","Amgen Inc.","227.76","$132.59B","1983","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://old.nasdaq.com/symbol/amgn",
"FOLD","Amicus Therapeutics, Inc.","22.3","$5.81B","2007","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/fold",
"AMKR","Amkor Technology, Inc.","13.48","$3.27B","1998","Technology","Semiconductors","https://old.nasdaq.com/symbol/amkr",
"AMPH","Amphastar Pharmaceuticals, Inc.","18.56","$881.67M","2014","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/amph",
"IBUY","Amplify ETF Trust Amplify Online Retail ETF","96.98","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ibuy",
"AMHC","Amplitude Healthcare Acquisition Corporation","9.8999","$123.75M","2020","Finance","Business Services","https://old.nasdaq.com/symbol/amhc",
"AMHCU","Amplitude Healthcare Acquisition Corporation","10.39","n/a","2019","Finance","Business Services","https://old.nasdaq.com/symbol/amhcu",
"AMHCW","Amplitude Healthcare Acquisition Corporation","1","n/a","2020","Finance","Business Services","https://old.nasdaq.com/symbol/amhcw",
"AMYT","Amryt Pharma plc","13.55","$441.19M","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/amyt",
"ASYS","Amtech Systems, Inc.","6.06","$85.13M","n/a","Technology","Industrial Machinery/Components","https://old.nasdaq.com/symbol/asys",
"AMRS","Amyris, Inc.","2.25","$538.23M","2010","Basic Industries","Major Chemicals","https://old.nasdaq.com/symbol/amrs",
"ADI","Analog Devices, Inc.","133.23","$49.24B","n/a","Technology","Semiconductors","https://old.nasdaq.com/symbol/adi",
"ANAB","AnaptysBio, Inc.","26.39","$721.71M","2017","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/anab",
"AVXL","Anavex Life Sciences Corp.","5.17","$311.19M","n/a","Health Care","Biotechnology: Commercial Physical & Biological Resarch","https://old.nasdaq.com/symbol/avxl",
"ANCN","Anchiano Therapeutics Ltd.","1.48","$10.98M","2019","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/ancn",
"ANDA","Andina Acquisition Corp. III","10.17","$44.92M","2019","Finance","Business Services","https://old.nasdaq.com/symbol/anda",
"ANDAR","Andina Acquisition Corp. III","0.1902","n/a","2019","Finance","Business Services","https://old.nasdaq.com/symbol/andar",
"ANDAU","Andina Acquisition Corp. III","10.69","n/a","2019","Finance","Business Services","https://old.nasdaq.com/symbol/andau",
"ANDAW","Andina Acquisition Corp. III","0.1801","n/a","2019","Finance","Business Services","https://old.nasdaq.com/symbol/andaw",
"ANGI","ANGI Homeservices Inc.","10.73","$5.36B","n/a","Consumer Services","Advertising","https://old.nasdaq.com/symbol/angi",
"ANGO","AngioDynamics, Inc.","12.13","$460.37M","2004","Health Care","Medical/Dental Instruments","https://old.nasdaq.com/symbol/ango",
"ANIP","ANI Pharmaceuticals, Inc.","28.15","$347.89M","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/anip",
"ANIK","Anika Therapeutics Inc.","36.92","$524.8M","n/a","Health Care","Medical/Dental Instruments","https://old.nasdaq.com/symbol/anik",
"ANIX","Anixa Biosciences, Inc.","2.17","$51.62M","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/anix",
"ANNX","Annexon, Inc.","23.73","$905.48M","2020","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/annx",
"ANPC","AnPac Bio-Medical Science Co., Ltd.","3.27","$36.63M","2020","Health Care","Medical Specialities","https://old.nasdaq.com/symbol/anpc",
"ANSS","ANSYS, Inc.","317.99","$27.31B","1996","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/anss",
"ATRS","Antares Pharma, Inc.","2.92","$486.68M","n/a","Health Care","Medical/Dental Instruments","https://old.nasdaq.com/symbol/atrs",
"AEHL","Antelope Enterprise Holdings Limited","2.11","$6.44M","n/a","Capital Goods","Building Materials","https://old.nasdaq.com/symbol/aehl",
"ATEX","Anterix Inc.","27.51","$481.28M","2015","Public Utilities","Telecommunications Equipment","https://old.nasdaq.com/symbol/atex",
"APA","Apache Corporation","11.04","$4.17B","n/a","Energy","Oil & Gas Production","https://old.nasdaq.com/symbol/apa",
"APLS","Apellis Pharmaceuticals, Inc.","41.58","$3.15B","2017","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/apls",
"APXT","Apex Technology Acquisition Corporation","10.3","$458.97M","2019","Finance","Business Services","https://old.nasdaq.com/symbol/apxt",
"APXTU","Apex Technology Acquisition Corporation","10.9281","n/a","2019","Finance","Business Services","https://old.nasdaq.com/symbol/apxtu",
"APXTW","Apex Technology Acquisition Corporation","1.63","n/a","2019","Finance","Business Services","https://old.nasdaq.com/symbol/apxtw",
"APHA","Aphria Inc.","6.35","$1.84B","n/a","Consumer Durables","Specialty Chemicals","https://old.nasdaq.com/symbol/apha",
"APOG","Apogee Enterprises, Inc.","26.08","$688.14M","n/a","Capital Goods","Auto Parts:O.E.M.","https://old.nasdaq.com/symbol/apog",
"APEN","Apollo Endosurgery, Inc.","2.7","$69.62M","n/a","Health Care","Medical/Dental Instruments","https://old.nasdaq.com/symbol/apen",
"AINV","Apollo Investment Corporation","10.4","$678.7M","2004","n/a","n/a","https://old.nasdaq.com/symbol/ainv",
"AMEH","Apollo Medical Holdings, Inc.","18.34","$674.73M","n/a","Consumer Services","Professional Services","https://old.nasdaq.com/symbol/ameh",
"APPF","AppFolio, Inc.","142.7","$4.9B","2015","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/appf",
"APPN","Appian Corporation","110.93","$7.77B","2017","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/appn",
"AAPL","Apple Inc.","118.03","$2046.33B","1980","Technology","Computer Manufacturing","https://old.nasdaq.com/symbol/aapl",
"APDN","Applied DNA Sciences, Inc.","7.06","$38.55M","n/a","Consumer Services","Other Consumer Services","https://old.nasdaq.com/symbol/apdn",
"AGTC","Applied Genetic Technologies Corporation","4.31","$111.58M","2014","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://old.nasdaq.com/symbol/agtc",
"AMAT","Applied Materials, Inc.","75.71","$69.14B","1972","Technology","Semiconductors","https://old.nasdaq.com/symbol/amat",
"AMTI","Applied Molecular Transport Inc.","29.55","$1.03B","2020","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/amti",
"AAOI","Applied Optoelectronics, Inc.","7.54","$173.24M","2013","Technology","Semiconductors","https://old.nasdaq.com/symbol/aaoi",
"APLT","Applied Therapeutics, Inc.","16.8","$377.8M","2019","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/aplt",
"AUVI","Applied UV, Inc.","5.05","$31.99M","2020","Consumer Durables","Building Products","https://old.nasdaq.com/symbol/auvi",
"APRE","Aprea Therapeutics, Inc.","20.44","$433.06M","2019","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/apre",
"APVO","Aptevo Therapeutics Inc.","35.39","$146.69M","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/apvo",
"APTX","Aptinyx Inc.","3.12","$197.36M","2018","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/aptx",
"APM","Aptorum Group Limited","2.41","$81.97M","2018","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/apm",
"APTO","Aptose Biosciences, Inc.","5.76","$503.91M","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://old.nasdaq.com/symbol/apto",
"APYX","Apyx Medical Corporation","7.03","$240.95M","n/a","Health Care","Medical/Dental Instruments","https://old.nasdaq.com/symbol/apyx",
"AQMS","Aqua Metals, Inc.","0.98","$59.95M","2015","Basic Industries","Metal Fabrications","https://old.nasdaq.com/symbol/aqms",
"AQB","AquaBounty Technologies, Inc.","3.75","$168.6M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/aqb",
"AQST","Aquestive Therapeutics, Inc.","6.27","$210.8M","2018","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/aqst",
"ARAV","Aravive, Inc.","5.81","$93.47M","2014","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/arav",
"ABUS","Arbutus Biopharma Corporation","3.39","$287.84M","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/abus",
"ABIO","ARCA biopharma, Inc.","3.9","$36.35M","n/a","Health Care","Biotechnology: In Vitro & In Vivo Diagnostic Substances","https://old.nasdaq.com/symbol/abio",
"RKDA","Arcadia Biosciences, Inc.","2.98","$32.28M","2015","Consumer Non-Durables","Farming/Seeds/Milling","https://old.nasdaq.com/symbol/rkda",
"ARCB","ArcBest Corporation","38.33","$973.88M","n/a","Transportation","Trucking Freight/Courier Services","https://old.nasdaq.com/symbol/arcb",
"ACGL","Arch Capital Group Ltd.","34.89","$14.17B","n/a","Finance","Property-Casualty Insurers","https://old.nasdaq.com/symbol/acgl",
"ACGLO","Arch Capital Group Ltd.","26.94","n/a","n/a","Finance","Property-Casualty Insurers","https://old.nasdaq.com/symbol/acglo",
"ACGLP","Arch Capital Group Ltd.","25.84","n/a","n/a","Finance","Property-Casualty Insurers","https://old.nasdaq.com/symbol/acglp",
"FUV","Arcimoto, Inc.","9.44","$300.72M","2017","Consumer Non-Durables","Motor Vehicles","https://old.nasdaq.com/symbol/fuv",
"ACTCU","ArcLight Clean Transition Corp.","9.96","n/a","2020","Finance","Business Services","https://old.nasdaq.com/symbol/actcu",
"ARCE","Arco Platform Limited","40.15","$2.31B","2018","Consumer Services","Other Consumer Services","https://old.nasdaq.com/symbol/arce",
"ARCT","Arcturus Therapeutics Holdings Inc.","56.34","$1.38B","2013","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/arct",
"ARQT","Arcutis Biotherapeutics, Inc.","20.92","$912.83M","2020","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/arqt",
"ARDX","Ardelyx, Inc.","5.63","$508.1M","2014","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/ardx",
"ARNA","Arena Pharmaceuticals, Inc.","63.85","$3.71B","2000","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/arna",
"ARCC","Ares Capital Corporation","16.18","$6.84B","2004","n/a","n/a","https://old.nasdaq.com/symbol/arcc",
"ARGX","argenx SE","257.17","$12.11B","2017","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://old.nasdaq.com/symbol/argx",
"ARDS","Aridis Pharmaceuticals Inc.","6.82","$60.86M","2018","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/ards",
"ARKR","Ark Restaurants Corp.","10.6","$37.13M","n/a","Consumer Services","Restaurants","https://old.nasdaq.com/symbol/arkr",
"ARRY","Array Technologies, Inc.","41.97","$5.33B","2020","Consumer Durables","Miscellaneous manufacturing industries","https://old.nasdaq.com/symbol/arry",
"DWCR","Arrow DWA Country Rotation ETF","27.3042","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/dwcr",
"DWAT","Arrow DWA Tactical ETF","11.6","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/dwat",
"AROW","Arrow Financial Corporation","30.18","$467.53M","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/arow",
"ARWR","Arrowhead Pharmaceuticals, Inc.","68.36","$6.99B","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/arwr",
"ARTL","Artelo Biosciences, Inc.","0.5489","$8.29M","n/a","Miscellaneous","Business Services","https://old.nasdaq.com/symbol/artl",
"ARTLW","Artelo Biosciences, Inc.","0.0732","n/a","n/a","Miscellaneous","Business Services","https://old.nasdaq.com/symbol/artlw",
"ARTNA","Artesian Resources Corporation","38.3","$357.76M","n/a","Public Utilities","Water Supply","https://old.nasdaq.com/symbol/artna",
"AACQ","Artius Acquisition Inc.","9.8","$887.51M","2020","Finance","Business Services","https://old.nasdaq.com/symbol/aacq",
"AACQU","Artius Acquisition Inc.","10.145","n/a","2020","Finance","Business Services","https://old.nasdaq.com/symbol/aacqu",
"AACQW","Artius Acquisition Inc.","1.16","n/a","2020","Finance","Business Services","https://old.nasdaq.com/symbol/aacqw",
"ARTW","Art&#39;s-Way Manufacturing Co., Inc.","2.45","$10.86M","n/a","Capital Goods","Industrial Machinery/Components","https://old.nasdaq.com/symbol/artw",
"ARVN","Arvinas, Inc.","23.11","$937.09M","2018","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/arvn",
"ARYA","ARYA Sciences Acquisition Corp III","10.35","$198.58M","2020","Finance","Business Services","https://old.nasdaq.com/symbol/arya",
"ASND","Ascendis Pharma A/S","152.71","$8.16B","2015","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/asnd",
"APWC","Asia Pacific Wire ","2.12","$29.3M","n/a","Basic Industries","Telecommunications Equipment","https://old.nasdaq.com/symbol/apwc",
